event_id,player,market,line,bookmaker,game,game_time,bookmaker_last_update,market_last_update,minutes_stale,over_odds,under_odds
21aa1ed8a0bb40eb9edb2d5f94ff5457,Ace Bailey,player_points,11.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,100.0,-132.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,35.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,100.0,-132.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Isaiah Collier,player_points,5.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-112.0,-118.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Naji Marshall,player_points,13.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-144.0,108.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Max Christie,player_points,8.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-138.0,104.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,24.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-108.0,-122.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,13.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-120.0,-110.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_points,36.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-108.0,-122.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Brice Sensabaugh,player_points,7.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,110.0,-146.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Daniel Gafford,player_points,4.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,114.0,-152.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_rebounds,2.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,102.0,-136.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,P.J. Washington,player_rebounds,5.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-180.0,132.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Max Christie,player_rebounds,3.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-104.0,-128.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_rebounds,3.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-132.0,100.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Naji Marshall,player_rebounds,3.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-162.0,122.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_rebounds,6.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:37:10Z,0.71,-125.0,-106.0
