player_normalized,team,timestamp
Tre Mann,CHA,2026-01-25T18:42:14.277978
Trendon Watford,PHI,2026-01-25T18:42:14.277978
Trey Alexander,NOP,2026-01-25T18:42:14.277978
Trey Jemison,NYK,2026-01-25T18:42:14.277978
Trey Murphy,NOP,2026-01-25T18:42:14.277978
Tristan Da Silva,ORL,2026-01-25T18:42:14.277978
Tristan Vukcevic,WAS,2026-01-25T18:42:14.277978
Tristen Newton,HOU,2026-01-25T18:42:14.277978
Ty Jerome,MEM,2026-01-25T18:42:14.277978
Tyler Herro,MIA,2026-01-25T18:42:14.277978
Tyler Kolek,NYK,2026-01-25T18:42:14.277978
Tyrese Haliburton,IND,2026-01-25T18:42:14.277978
Tyrese Martin,BKN,2026-01-25T18:42:14.277978
Tyrese Maxey,PHI,2026-01-25T18:42:14.277978
Tyrese Proctor,CLE,2026-01-25T18:42:14.277978
Tyson Etienne,BKN,2026-01-25T18:42:14.277978
Tyty Washington Jr,LAC,2026-01-25T18:42:14.277978
Tyus Jones,ORL,2026-01-25T18:42:14.277978
Victor Wembanyama,SAS,2026-01-25T18:42:14.277978
Vince Williams Jr,MEM,2026-01-25T18:42:14.277978
Vit Krejci,ATL,2026-01-25T18:42:14.277978
Vj Edgecombe,PHI,2026-01-25T18:42:14.277978
Vladislav Goldin,MIA,2026-01-25T18:42:14.277978
Walker Kessler,UTA,2026-01-25T18:42:14.277978
Walter Clayton Jr,UTA,2026-01-25T18:42:14.277978
Wendell Carter Jr,ORL,2026-01-25T18:42:14.277978
Wendell Moore Jr,DET,2026-01-25T18:42:14.277978
Will Richard,GSW,2026-01-25T18:42:14.277978
Will Riley,WAS,2026-01-25T18:42:14.277978
Xavier Tillman,BOS,2026-01-25T18:42:14.277978
Yang Hansen,POR,2026-01-25T18:42:14.277978
Yanic Konan Niederhauser,LAC,2026-01-25T18:42:14.277978
Yuki Kawamura,CHI,2026-01-25T18:42:14.277978
Yves Missi,NOP,2026-01-25T18:42:14.277978
Zaccharie Risacher,ATL,2026-01-25T18:42:14.277978
Zach Collins,CHI,2026-01-25T18:42:14.277978
Zach Edey,MEM,2026-01-25T18:42:14.277978
Zach Lavine,SAC,2026-01-25T18:42:14.277978
Zeke Nnaji,DEN,2026-01-25T18:42:14.277978
Ziaire Williams,BKN,2026-01-25T18:42:14.277978
Zion Williamson,NOP,2026-01-25T18:42:14.277978
