week,game_date,game_type,team,opponent,is_home,broadcast,days_rest,opp_days_rest,rest_edge,short_week_road,post_road_prime,opp_extra_prep,had_bye,negated_bye,in_3_in_10,in_4_in_17
12,2026-11-25,WED,LAR,GB,True,Netflix,9,9,0,False,False,True,True,True,False,False
13,2026-12-03,TNF,LAR,KC,True,Prime Video,7,6,1,False,False,False,False,False,False,False
14,2026-12-13,REG,LAR,SF,False,FOX,9,6,3,False,False,False,False,False,False,False
15,2026-12-20,REG,LAR,DAL,True,CBS,6,12,-6,False,False,True,False,False,False,False
16,2026-12-25,FRI,LAR,SEA,False,FOX,4,5,-1,True,False,False,False,False,False,False
17,2027-01-03,REG,LAR,TB,False,,8,6,2,False,False,False,False,False,False,False
18,2027-01-10,REG,LAR,SEA,True,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,REG,LV,MIA,True,FOX,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,LV,LAC,False,CBS,6,6,0,False,False,False,False,False,False,False
3,2026-09-27,REG,LV,NO,False,CBS,6,6,0,False,False,False,False,False,False,False
4,2026-10-04,REG,LV,KC,True,CBS,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,LV,NE,False,CBS,6,6,0,False,False,False,False,False,False,False
6,2026-10-18,REG,LV,BUF,True,CBS,6,5,1,False,False,False,False,False,False,False
7,2026-10-25,REG,LV,LAR,True,FOX,6,6,0,False,False,False,False,False,False,False
8,2026-11-01,REG,LV,NYJ,False,FOX,6,6,0,False,False,False,False,False,False,False
9,2026-11-08,REG,LV,SF,False,CBS,6,13,-7,False,False,True,False,False,False,False
10,2026-11-15,REG,LV,SEA,True,CBS,6,6,0,False,False,False,False,False,False,False
11,2026-11-22,REG,LV,DEN,False,CBS,6,13,-7,False,False,True,False,False,False,False
12,2026-11-29,REG,LV,CLE,False,FOX,6,13,-7,False,False,True,False,False,False,False
14,2026-12-13,REG,LV,LAC,True,CBS,13,6,7,False,False,False,True,False,False,False
15,2026-12-20,REG,LV,DEN,True,CBS,6,6,0,False,False,False,False,False,False,False
16,2026-12-27,REG,LV,TEN,True,FOX,6,6,0,False,False,False,False,False,False,False
17,2027-01-03,REG,LV,ARI,False,CBS,6,6,0,False,False,False,False,False,False,False
18,2027-01-10,REG,LV,KC,False,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,REG,MIA,LV,False,FOX,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,MIA,SF,False,FOX,6,9,-3,False,False,True,False,False,False,False
3,2026-09-27,REG,MIA,KC,True,CBS,6,6,0,False,False,False,False,False,False,False
4,2026-10-04,REG,MIA,MIN,False,FOX,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,MIA,CIN,True,FOX,6,6,0,False,False,False,False,False,False,False
7,2026-10-25,REG,MIA,NYJ,False,CBS,13,6,7,False,False,False,True,False,False,False
8,2026-11-01,REG,MIA,NE,True,CBS,6,9,-3,False,False,True,False,False,False,False
9,2026-11-08,REG,MIA,DET,True,FOX,6,6,0,False,False,False,False,False,False,False
10,2026-11-15,REG,MIA,IND,False,CBS,6,6,0,False,False,False,False,False,False,False
11,2026-11-22,REG,MIA,BUF,False,FOX,6,6,0,False,False,False,False,False,False,False
12,2026-11-29,REG,MIA,NYJ,True,CBS,6,6,0,False,False,False,False,False,False,False
13,2026-12-06,REG,MIA,DEN,False,FOX,6,8,-2,False,False,True,False,False,False,False
14,2026-12-13,REG,MIA,CHI,True,CBS,6,6,0,False,False,False,False,False,False,False
15,2026-12-20,REG,MIA,GB,False,FOX,6,6,0,False,False,False,False,False,False,False
16,2026-12-27,REG,MIA,LAC,True,FOX,6,9,-3,False,False,True,False,False,False,False
17,2027-01-03,REG,MIA,BUF,True,CBS,6,8,-2,False,False,True,False,False,False,False
18,2027-01-10,REG,MIA,NE,False,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,REG,MIN,GB,True,CBS,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,MIN,CHI,False,FOX,6,6,0,False,False,False,False,False,False,False
3,2026-09-27,REG,MIN,TB,False,FOX,6,6,0,False,False,False,False,False,False,False
4,2026-10-04,REG,MIN,MIA,True,FOX,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,MIN,NO,False,FOX,6,5,1,False,False,False,False,False,False,False
7,2026-10-25,REG,MIN,IND,True,CBS,13,6,7,False,False,False,True,False,False,False
8,2026-11-01,REG,MIN,DET,False,FOX,6,6,0,False,False,False,False,False,False,False
9,2026-11-09,MNF,MIN,BUF,True,"ESPN,ABC",7,7,0,False,False,True,False,False,False,False
10,2026-11-15,REG,MIN,GB,False,FOX,5,6,-1,True,False,False,False,False,False,False
11,2026-11-22,SNF,MIN,SF,False,NBC,6,6,0,False,False,False,False,False,False,False
12,2026-11-29,REG,MIN,ATL,True,FOX,6,13,-7,False,True,True,False,False,False,False
13,2026-12-06,REG,MIN,CAR,True,CBS,6,5,1,False,False,False,False,False,False,False
14,2026-12-10,TNF,MIN,NE,False,Prime Video,3,3,0,True,False,False,False,False,False,False
15,2026-12-20,SNF,MIN,DET,True,NBC,9,6,3,False,False,False,False,False,False,False
16,2026-12-27,REG,MIN,WAS,True,,6,6,0,False,False,False,False,False,False,False
17,2027-01-03,REG,MIN,NYJ,False,CBS,6,6,0,False,False,False,False,False,False,False
18,2027-01-10,REG,MIN,CHI,True,,6,6,0,False,False,False,False,False,False,False
1,2026-09-09,WED,NE,SEA,False,NBC,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,NE,PIT,True,CBS,10,6,4,False,False,False,False,False,False,False
3,2026-09-27,REG,NE,JAX,False,CBS,6,6,0,False,False,False,False,False,False,False
4,2026-10-04,REG,NE,BUF,False,CBS,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,NE,LV,True,CBS,6,6,0,False,False,False,False,False,False,False
6,2026-10-18,REG,NE,NYJ,True,CBS,6,6,0,False,False,False,False,False,False,False
7,2026-10-22,TNF,NE,CHI,False,Prime Video,3,3,0,True,False,False,False,False,False,False
8,2026-11-01,REG,NE,MIA,False,CBS,9,6,3,False,False,False,False,False,False,False
9,2026-11-08,REG,NE,GB,True,FOX,6,9,-3,False,False,True,False,False,False,False
10,2026-11-15,REG,NE,DET,False,FOX,6,6,0,False,False,False,False,False,False,False
12,2026-11-29,SNF,NE,LAC,False,NBC,13,6,7,False,False,False,True,False,False,False
13,2026-12-06,REG,NE,BUF,True,CBS,6,9,-3,False,True,True,False,False,False,False
14,2026-12-10,TNF,NE,MIN,True,Prime Video,3,3,0,False,False,False,False,False,False,False
15,2026-12-21,MNF,NE,KC,False,"ESPN,ABC",10,7,3,False,False,True,False,False,False,False
16,2026-12-27,REG,NE,NYJ,False,CBS,5,6,-1,True,True,False,False,False,False,False
17,2027-01-03,REG,NE,DEN,True,,6,8,-2,False,False,True,False,False,False,False
18,2027-01-10,REG,NE,MIA,True,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,REG,NO,DET,False,FOX,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,NO,BAL,False,CBS,6,6,0,False,False,False,False,False,False,False
3,2026-09-27,REG,NO,LV,True,CBS,6,6,0,False,False,False,False,False,False,False
4,2026-10-05,MNF,NO,ATL,True,ESPN,7,10,-3,False,False,True,False,False,False,False
5,2026-10-11,REG,NO,MIN,True,FOX,5,6,-1,False,False,False,False,False,False,False
6,2026-10-18,REG,NO,NYG,False,FOX,6,6,0,False,False,False,False,False,False,False
7,2026-10-25,REG,NO,PIT,True,NFL Net,6,6,0,False,False,False,False,False,False,False
9,2026-11-08,REG,NO,CLE,True,CBS,13,6,7,False,False,False,True,False,False,False
10,2026-11-15,REG,NO,CAR,True,FOX,6,6,0,False,False,False,False,False,False,False
11,2026-11-22,REG,NO,CHI,False,FOX,6,13,-7,False,False,True,False,False,False,False
12,2026-11-29,REG,NO,CIN,False,CBS,6,5,1,False,False,False,False,False,False,False
13,2026-12-06,REG,NO,GB,True,FOX,6,10,-4,False,False,True,False,False,False,False
14,2026-12-13,REG,NO,CAR,False,CBS,6,6,0,False,False,False,False,False,False,False
15,2026-12-20,REG,NO,TB,False,FOX,6,6,0,False,False,False,False,False,False,False
16,2026-12-27,REG,NO,ARI,True,FOX,6,6,0,False,False,False,False,False,False,False
17,2027-01-03,REG,NO,ATL,False,FOX,6,6,0,False,False,False,False,False,False,False
18,2027-01-10,REG,NO,TB,True,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,SNF,NYG,DAL,True,NBC,6,6,0,False,False,False,False,False,False,False
2,2026-09-21,MNF,NYG,LAR,False,"ESPN,ABC",7,10,-3,False,False,True,False,False,False,False
3,2026-09-27,REG,NYG,TEN,True,CBS,5,6,-1,False,True,False,False,False,False,False
4,2026-10-04,REG,NYG,ARI,True,CBS,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,NYG,WAS,False,FOX,6,6,0,False,False,False,False,False,False,False
6,2026-10-18,REG,NYG,NO,True,FOX,6,6,0,False,False,False,False,False,False,False
7,2026-10-25,REG,NYG,HOU,False,FOX,6,6,0,False,False,False,False,False,False,False
9,2026-11-08,REG,NYG,PHI,False,FOX,13,6,7,False,False,False,True,False,False,False
10,2026-11-12,TNF,NYG,WAS,True,Prime Video,3,3,0,False,False,False,False,False,False,False
11,2026-11-22,REG,NYG,JAX,True,CBS,9,6,3,False,False,False,False,False,False,False
12,2026-11-29,REG,NYG,IND,False,FOX,6,9,-3,False,False,True,False,False,False,False
13,2026-12-06,REG,NYG,SF,True,FOX,6,6,0,False,False,False,False,False,False,False
14,2026-12-13,REG,NYG,SEA,False,FOX,6,5,1,False,False,False,False,False,False,False
15,2026-12-20,REG,NYG,CLE,True,CBS,6,6,0,False,False,False,False,False,False,False
16,2026-12-28,MNF,NYG,DET,False,ESPN,7,7,0,False,False,True,False,False,False,False
17,2027-01-03,REG,NYG,DAL,False,FOX,5,6,-1,True,True,False,False,False,False,False
18,2027-01-10,REG,NYG,PHI,True,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,REG,NYJ,TEN,False,CBS,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,NYJ,GB,True,FOX,6,6,0,False,False,False,False,False,False,False
3,2026-09-27,REG,NYJ,DET,False,FOX,6,9,-3,False,False,True,False,False,False,False
4,2026-10-04,REG,NYJ,CHI,False,FOX,6,5,1,False,False,False,False,False,False,False
5,2026-10-11,REG,NYJ,CLE,True,CBS,6,9,-3,False,False,True,False,False,False,False
6,2026-10-18,REG,NYJ,NE,False,CBS,6,6,0,False,False,False,False,False,False,False
7,2026-10-25,REG,NYJ,MIA,True,CBS,6,13,-7,False,False,True,False,False,False,False
8,2026-11-01,REG,NYJ,LV,True,FOX,6,6,0,False,False,False,False,False,False,False
9,2026-11-08,REG,NYJ,KC,False,CBS,6,6,0,False,False,False,False,False,False,False
10,2026-11-15,REG,NYJ,BUF,True,CBS,6,5,1,False,False,False,False,False,False,False
11,2026-11-22,REG,NYJ,LAC,False,FOX,6,5,1,False,False,False,False,False,False,False
12,2026-11-29,REG,NYJ,MIA,False,CBS,6,6,0,False,False,False,False,False,False,False
14,2026-12-13,REG,NYJ,DEN,True,CBS,13,6,7,False,False,False,True,False,False,False
15,2026-12-20,REG,NYJ,ARI,False,FOX,6,13,-7,False,False,True,False,False,False,False
16,2026-12-27,REG,NYJ,NE,True,CBS,6,5,1,False,False,False,False,False,False,False
17,2027-01-03,REG,NYJ,MIN,True,CBS,6,6,0,False,False,False,False,False,False,False
18,2027-01-10,REG,NYJ,BUF,False,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,REG,PHI,WAS,True,FOX,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,PHI,TEN,False,FOX,6,6,0,False,False,False,False,False,False,False
3,2026-09-28,MNF,PHI,CHI,False,"ESPN,ABC",7,7,0,False,False,True,False,False,False,False
4,2026-10-04,REG,PHI,LAR,True,FOX,5,6,-1,False,True,False,False,False,False,False
5,2026-10-11,REG,PHI,JAX,False,NFL Net,6,6,0,False,False,False,False,False,False,False
6,2026-10-18,REG,PHI,CAR,True,CBS,6,13,-7,False,False,True,False,False,False,False
7,2026-10-26,MNF,PHI,DAL,True,"ESPN,ABC",7,7,0,False,False,True,False,False,False,False
8,2026-11-01,SNF,PHI,WAS,False,NBC,5,12,-7,True,False,True,False,False,False,False
9,2026-11-08,REG,PHI,NYG,True,FOX,6,13,-7,False,True,True,False,False,False,False
11,2026-11-22,REG,PHI,PIT,True,CBS,13,6,7,False,False,False,True,False,False,False
12,2026-11-26,TNF,PHI,DAL,False,FOX,3,3,0,True,False,False,False,False,False,False
13,2026-12-06,REG,PHI,ARI,False,FOX,9,6,3,False,False,False,False,False,False,False
14,2026-12-13,REG,PHI,IND,True,FOX,6,13,-7,False,False,True,False,False,False,False
15,2026-12-19,SAT,PHI,SEA,True,FOX,5,5,0,False,False,False,False,False,False,False
16,2026-12-24,TNF,PHI,HOU,True,Prime Video,4,3,1,False,False,False,False,False,False,False
17,2027-01-03,SNF,PHI,SF,False,NBC,9,6,3,False,False,False,False,False,False,False
18,2027-01-10,REG,PHI,NYG,False,,6,6,0,False,True,False,False,False,False,False
1,2026-09-13,REG,PIT,ATL,True,FOX,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,PIT,NE,False,CBS,6,10,-4,False,False,True,False,False,False,False
3,2026-09-27,REG,PIT,CIN,True,CBS,6,6,0,False,False,False,False,False,False,False
4,2026-10-01,TNF,PIT,CLE,False,Prime Video,3,3,0,True,False,False,False,False,False,False
5,2026-10-11,REG,PIT,IND,True,CBS,9,6,3,False,False,False,False,False,False,False
6,2026-10-18,REG,PIT,TB,False,CBS,6,9,-3,False,False,True,False,False,False,False
7,2026-10-25,REG,PIT,NO,False,NFL Net,6,6,0,False,False,False,False,False,False,False
8,2026-11-01,REG,PIT,CLE,True,CBS,6,6,0,False,False,False,False,False,False,False
10,2026-11-15,SNF,PIT,CIN,False,NBC,13,6,7,False,False,False,True,False,False,False
11,2026-11-22,REG,PIT,PHI,False,CBS,6,13,-7,False,True,True,False,False,False,False
12,2026-11-27,FRI,PIT,DEN,True,Prime Video,4,4,0,False,False,False,False,False,False,False
13,2026-12-06,SNF,PIT,HOU,True,NBC,8,6,2,False,False,False,False,False,False,False
14,2026-12-14,MNF,PIT,JAX,False,ESPN,7,7,0,False,False,True,False,False,False,False
15,2026-12-20,REG,PIT,BAL,True,CBS,5,6,-1,False,True,False,False,False,False,False
16,2026-12-27,REG,PIT,CAR,True,,6,6,0,False,False,False,False,False,False,False
17,2027-01-03,REG,PIT,TEN,False,CBS,6,6,0,False,False,False,False,False,False,False
18,2027-01-10,REG,PIT,BAL,False,,6,9,-3,False,False,True,False,False,False,False
1,2026-09-09,WED,SEA,NE,True,NBC,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,SEA,ARI,False,FOX,10,6,4,False,False,False,False,False,False,False
3,2026-09-27,REG,SEA,WAS,False,FOX,6,6,0,False,False,False,False,False,False,False
4,2026-10-04,REG,SEA,LAC,True,CBS,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,SEA,SF,True,FOX,6,6,0,False,False,False,False,False,False,False
6,2026-10-15,TNF,SEA,DEN,False,Prime Video,3,3,0,True,False,False,False,False,False,False
7,2026-10-25,SNF,SEA,KC,True,NBC,9,6,3,False,False,False,False,False,False,False
8,2026-11-02,MNF,SEA,CHI,True,ESPN,7,10,-3,False,False,True,False,False,False,False
9,2026-11-08,REG,SEA,ARI,True,FOX,5,6,-1,False,False,False,False,False,False,False
10,2026-11-15,REG,SEA,LV,False,CBS,6,6,0,False,False,False,False,False,False,False
12,2026-11-29,REG,SEA,SF,False,FOX,13,6,7,False,False,False,True,False,False,False
13,2026-12-07,MNF,SEA,DAL,True,"ESPN,ABC",7,10,-3,False,False,True,False,False,False,False
14,2026-12-13,REG,SEA,NYG,True,FOX,5,6,-1,False,False,False,False,False,False,False
15,2026-12-19,SAT,SEA,PHI,False,FOX,5,5,0,True,False,False,False,False,False,False
16,2026-12-25,FRI,SEA,LAR,True,FOX,5,4,1,False,False,False,False,False,False,False
17,2027-01-03,REG,SEA,CAR,False,FOX,8,6,2,False,False,False,False,False,False,False
18,2027-01-10,REG,SEA,LAR,False,,6,6,0,False,False,False,False,False,False,False
1,2026-09-10,TNF,SF,LAR,False,Netflix,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,SF,MIA,True,FOX,9,6,3,False,False,False,False,False,False,False
3,2026-09-27,REG,SF,ARI,True,FOX,6,6,0,False,False,False,False,False,False,False
4,2026-10-04,REG,SF,DEN,True,CBS,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,SF,SEA,False,FOX,6,6,0,False,False,False,False,False,False,False
6,2026-10-19,MNF,SF,WAS,True,"ESPN,ABC",7,7,0,False,False,True,False,False,False,False
7,2026-10-25,REG,SF,ATL,False,FOX,5,6,-1,True,False,False,False,False,False,False
9,2026-11-08,REG,SF,LV,True,CBS,13,6,7,False,False,False,True,False,False,False
10,2026-11-15,REG,SF,DAL,False,FOX,6,6,0,False,False,False,False,False,False,False
11,2026-11-22,SNF,SF,MIN,True,NBC,6,6,0,False,False,False,False,False,False,False
12,2026-11-29,REG,SF,SEA,True,FOX,6,13,-7,False,False,True,False,False,False,False
13,2026-12-06,REG,SF,NYG,False,FOX,6,6,0,False,False,False,False,False,False,False
14,2026-12-13,REG,SF,LAR,True,FOX,6,9,-3,False,False,True,False,False,False,False
15,2026-12-17,TNF,SF,LAC,False,Prime Video,3,3,0,True,False,False,False,False,False,False
16,2026-12-27,REG,SF,KC,False,CBS,9,5,4,False,False,False,False,False,False,False
17,2027-01-03,SNF,SF,PHI,True,NBC,6,9,-3,False,False,True,False,False,False,False
18,2027-01-10,REG,SF,ARI,False,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,REG,TB,CIN,False,FOX,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,TB,CLE,True,CBS,6,6,0,False,False,False,False,False,False,False
3,2026-09-27,REG,TB,MIN,True,FOX,6,6,0,False,False,False,False,False,False,False
4,2026-10-04,REG,TB,GB,True,FOX,6,9,-3,False,False,True,False,False,False,False
5,2026-10-08,TNF,TB,DAL,False,Prime Video,3,3,0,True,False,False,False,False,False,False
6,2026-10-18,REG,TB,PIT,True,CBS,9,6,3,False,False,False,False,False,False,False
7,2026-10-25,REG,TB,CAR,False,FOX,6,6,0,False,False,False,False,False,False,False
8,2026-11-01,REG,TB,ATL,True,FOX,6,6,0,False,False,False,False,False,False,False
9,2026-11-08,SNF,TB,CHI,False,NBC,6,5,1,False,False,False,False,False,False,False
11,2026-11-22,REG,TB,DET,False,CBS,13,6,7,False,True,False,True,False,False,False
12,2026-11-30,MNF,TB,CAR,True,ESPN,7,7,0,False,False,True,False,False,False,False
13,2026-12-06,REG,TB,LAC,True,CBS,5,6,-1,False,False,False,False,False,False,False
14,2026-12-13,REG,TB,BAL,False,FOX,6,13,-7,False,False,True,False,False,False,False
15,2026-12-20,REG,TB,NO,True,FOX,6,6,0,False,False,False,False,False,False,False
16,2026-12-27,REG,TB,ATL,False,,6,6,0,False,False,False,False,False,False,False
17,2027-01-03,REG,TB,LAR,True,,6,8,-2,False,False,True,False,False,False,False
18,2027-01-10,REG,TB,NO,False,,6,6,0,False,False,False,False,False,False,False
1,2026-09-13,REG,TEN,NYJ,True,CBS,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,TEN,PHI,True,FOX,6,6,0,False,False,False,False,False,False,False
3,2026-09-27,REG,TEN,NYG,False,CBS,6,5,1,False,False,False,False,False,False,False
4,2026-10-04,REG,TEN,BAL,False,CBS,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,TEN,HOU,True,CBS,6,6,0,False,False,False,False,False,False,False
6,2026-10-18,REG,TEN,IND,False,FOX,6,6,0,False,False,False,False,False,False,False
7,2026-10-25,REG,TEN,CLE,True,CBS,6,6,0,False,False,False,False,False,False,False
8,2026-11-01,REG,TEN,CIN,False,CBS,6,6,0,False,False,False,False,False,False,False
10,2026-11-15,REG,TEN,JAX,True,FOX,13,9,4,False,False,True,True,True,False,False
11,2026-11-22,REG,TEN,DAL,False,FOX,6,6,0,False,False,False,False,False,False,False
12,2026-11-29,REG,TEN,JAX,False,CBS,6,6,0,False,False,False,False,False,False,False
13,2026-12-06,REG,TEN,WAS,True,CBS,6,6,0,False,False,False,False,False,False,False
14,2026-12-13,REG,TEN,DET,False,FOX,6,6,0,False,False,False,False,False,False,False
15,2026-12-20,REG,TEN,IND,True,CBS,6,6,0,False,False,False,False,False,False,False
16,2026-12-27,REG,TEN,LV,False,FOX,6,6,0,False,False,False,False,False,False,False
17,2027-01-03,REG,TEN,PIT,True,CBS,6,6,0,False,False,False,False,False,False,False
18,2027-01-10,REG,TEN,HOU,False,,6,5,1,False,False,False,False,False,False,False
1,2026-09-13,REG,WAS,PHI,False,FOX,6,6,0,False,False,False,False,False,False,False
2,2026-09-20,REG,WAS,DAL,False,FOX,6,6,0,False,False,False,False,False,False,False
3,2026-09-27,REG,WAS,SEA,True,FOX,6,6,0,False,False,False,False,False,False,False
4,2026-10-04,REG,WAS,IND,True,NFL Net,6,6,0,False,False,False,False,False,False,False
5,2026-10-11,REG,WAS,NYG,True,FOX,6,6,0,False,False,False,False,False,False,False
6,2026-10-19,MNF,WAS,SF,False,"ESPN,ABC",7,7,0,False,False,True,False,False,False,False
8,2026-11-01,SNF,WAS,PHI,True,NBC,12,5,7,False,True,False,True,False,False,False
9,2026-11-08,REG,WAS,LAR,True,FOX,6,6,0,False,False,False,False,False,False,False
10,2026-11-12,TNF,WAS,NYG,False,Prime Video,3,3,0,True,False,False,False,False,False,False
11,2026-11-23,MNF,WAS,CIN,True,ESPN,10,7,3,False,False,True,False,False,False,False
12,2026-11-29,REG,WAS,ARI,False,FOX,5,6,-1,True,False,False,False,False,False,False
13,2026-12-06,REG,WAS,TEN,False,CBS,6,6,0,False,False,False,False,False,False,False
14,2026-12-13,REG,WAS,HOU,True,CBS,6,6,0,False,False,False,False,False,False,False
15,2026-12-20,REG,WAS,ATL,True,FOX,6,6,0,False,False,False,False,False,False,False
16,2026-12-27,REG,WAS,MIN,False,,6,6,0,False,False,False,False,False,False,False
17,2027-01-03,REG,WAS,JAX,False,,6,6,0,False,False,False,False,False,False,False
18,2027-01-10,REG,WAS,DAL,True,,6,6,0,False,False,False,False,False,False,False
