player_normalized,team,timestamp
Tre Mann,CHA,2025-11-24T11:22:24.138262
Trendon Watford,PHI,2025-11-24T11:22:24.138262
Trentyn Flowers,CHI,2025-11-24T11:22:24.138262
Trey Alexander,NOP,2025-11-24T11:22:24.138262
Trey Jemison,NYK,2025-11-24T11:22:24.138262
Trey Murphy,NOP,2025-11-24T11:22:24.138262
Tristan Da Silva,ORL,2025-11-24T11:22:24.138262
Tristan Vukcevic,WAS,2025-11-24T11:22:24.138262
Ty Jerome,MEM,2025-11-24T11:22:24.138262
Tyler Herro,MIA,2025-11-24T11:22:24.138262
Tyler Kolek,NYK,2025-11-24T11:22:24.138262
Tyrese Haliburton,IND,2025-11-24T11:22:24.138262
Tyrese Martin,BKN,2025-11-24T11:22:24.138262
Tyrese Maxey,PHI,2025-11-24T11:22:24.138262
Tyrese Proctor,CLE,2025-11-24T11:22:24.138262
Tyson Etienne,BKN,2025-11-24T11:22:24.138262
Tyus Jones,ORL,2025-11-24T11:22:24.138262
Victor Wembanyama,SAS,2025-11-24T11:22:24.138262
Vince Williams Jr,MEM,2025-11-24T11:22:24.138262
Vit Krejci,ATL,2025-11-24T11:22:24.138262
Vj Edgecombe,PHI,2025-11-24T11:22:24.138262
Vladislav Goldin,MIA,2025-11-24T11:22:24.138262
Walker Kessler,UTA,2025-11-24T11:22:24.138262
Walter Clayton Jr,UTA,2025-11-24T11:22:24.138262
Wendell Carter Jr,ORL,2025-11-24T11:22:24.138262
Wendell Moore Jr,DET,2025-11-24T11:22:24.138262
Will Richard,GSW,2025-11-24T11:22:24.138262
Will Riley,WAS,2025-11-24T11:22:24.138262
Xavier Tillman,BOS,2025-11-24T11:22:24.138262
Yang Hansen,POR,2025-11-24T11:22:24.138262
Yanic Konan Niederhauser,LAC,2025-11-24T11:22:24.138262
Yves Missi,NOP,2025-11-24T11:22:24.138262
Zaccharie Risacher,ATL,2025-11-24T11:22:24.138262
Zach Collins,CHI,2025-11-24T11:22:24.138262
Zach Edey,MEM,2025-11-24T11:22:24.138262
Zach Lavine,SAC,2025-11-24T11:22:24.138262
Zeke Nnaji,DEN,2025-11-24T11:22:24.138262
Ziaire Williams,BKN,2025-11-24T11:22:24.138262
Zion Williamson,NOP,2025-11-24T11:22:24.138262
C.J. Mccollum,WAS,2025-11-24T11:22:24.138262
Carlton Carrington,TOR,2025-11-24T11:22:24.138262
Herb Jones,NOP,2025-11-24T11:22:24.138262
Nicolas Claxton,BKN,2025-11-24T11:22:24.138262
R.J. Barrett,TOR,2025-11-24T11:22:24.138262
A.J. Green,DET,2025-11-24T11:22:24.138262
Vincent Williams Jr,MEM,2025-11-24T11:22:24.138262
Ron Holland,DET,2025-11-24T11:22:24.138262
