player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,under_odds,over_odds
Moses Moody,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,104.0,-135
Quinten Post,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,-118.0,-110
Jonathan Kuminga,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,0.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,120.0,-156
Jimmy Butler,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,0.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,135.0,-175
Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,120.0,-160
Jimmy Butler,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,0.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,135.0,-185
Draymond Green,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,-175.0,135
Austin Reaves,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,2.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,-140.0,105
Stephen Curry,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,4.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,100.0,-135
Luka Doncic,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,3.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,-125.0,-105
LeBron James,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,110.0,-145
Moses Moody,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,105.0,-140
Jonathan Kuminga,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,0.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,120.0,-160
Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,-120.0,-110
Quinten Post,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,-115.0,-115
Gabe Vincent,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,125.0,-160
Dorian Finney-Smith,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:58Z,120.0,-155
Luka Doncic,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,3.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,-136.0,102
Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,134.0,-180
Austin Reaves,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,2.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,-146.0,110
LeBron James,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,122.0,-162
Dorian Finney-Smith,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,116.0,-154
Quinten Post,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,-112.0,-118
Gabe Vincent,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,110.0,-146
Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,-158.0,118
Moses Moody,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,106.0,-140
Stephen Curry,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,4.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,-112.0,-118
Draymond Green,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:47:26Z,-200.0,148
Austin Reaves,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,2.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,-135.0,105
Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,125.0,-165
Dorian Finney-Smith,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,120.0,-160
Draymond Green,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,-200.0,150
Gabe Vincent,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,110.0,-145
LeBron James,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,110.0,-145
Luka Doncic,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,3.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,-115.0,-115
Moses Moody,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,105.0,-135
Quinten Post,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,-125.0,-105
Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,-125.0,-105
Stephen Curry,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,4.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:01Z,-120.0,-110
Stephen Curry,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,4.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,-113.0,-121
Draymond Green,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,-184.0,133
Moses Moody,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,100.0,-137
Luka Doncic,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,3.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,-125.0,-109
Jimmy Butler,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,0.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,139.0,-194
Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,-137.0,100
LeBron James,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,112.0,-154
Austin Reaves,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,2.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,-142.0,104
Quinten Post,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,-117.0,-117
Jonathan Kuminga,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,0.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,116.0,-160
Dorian Finney-Smith,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,116.0,-160
Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,126.0,-174
Gabe Vincent,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:25Z,116.0,-160
LeBron James,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,123.0,-165
Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,-177.0,132
Dorian Finney-Smith,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,110.0,-148
Luka Doncic,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,3.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,-157.0,117
Austin Reaves,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,2.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,-139.0,105
Stephen Curry,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,4.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,-127.0,-105
Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,135.0,-182
Moses Moody,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,-103.0,-130
Draymond Green,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:17Z,-200.0,148
